Well_ID,X,Y,Z,AI,SI,Vp,Vs,rho_b,rho_f,rho_m,K0,Kdry,Kf,Ksat,G0,Gdry,Gsat,facies,phi,perm,GR
37,48,35,39,3744407,1699886.625,1786.190796,810.8952637,2.09630847,0.911595881,2.647722244,37.64041138,1.10804069,1.355177402,4.850318909,42.12071991,1.378430009,1.378430009,2,0.317611533,1959.893238,25.52513583
38,72,148,19,4497976,2166502.75,2006.33606,NaN,2.241885662,0.895213187,2.648133516,37.53630447,1.61454761,1.294867039,6.23291254,42.75870132,NaN,2.093654633,2,0.231754916,723.4782216,43.86646031
38,72,148,20,4498279.5,2160648.75,2007.09375,964.0629883,2.241190434,0.89831382,2.648089886,37.54734421,1.60972178,1.305866361,6.251132965,42.68998718,2.083001375,2.083001375,2,0.232543764,731.1741257,22.59867019
38,72,148,21,NaN,2151783.25,2007.396606,960.6743774,2.239867449,0.902305067,2.648035049,37.56126022,NaN,1.320302963,6.269644737,42.60375214,2.067162991,2.067162991,2,0.23380918,743.6394535,26.48533315
38,72,148,22,4489843,2139843.5,2006.452148,956.2680664,2.237702608,0.9065395,2.647974014,37.57666397,1.590579987,1.335972309,6.280303001,42.5087471,2.046264172,2.046264172,2,0.235593882,761.4735283,23.20467842
38,72,148,23,4476490.5,2124803,2003.377808,950.9197388,2.23447156,0.910327077,2.647913694,37.59195328,1.575649142,1.350306511,6.274079323,42.4149437,2.020517111,2.020517111,NaN,0.237940394,785.3776599,NaN
38,72,148,24,4454422.5,2106627.5,1997.505615,944.6792603,2.22999239,0.913190544,2.647859335,37.60570908,1.556775808,1.361349225,6.244283676,42.33093262,1.99008739,1.99008739,2,0.240891523,816.1868337,17.23573859
38,72,148,25,4422948,2085255,1988.585449,937.5438843,2.224167824,NaN,2.647814035,37.61720657,1.533794284,1.368395209,NaN,NaN,1.955018044,NaN,2,0.244483535,NaN,34.67775461
38,72,148,26,4382556,2060672.5,1976.795654,929.4869385,2.217000008,0.915889859,2.647777796,37.62634277,1.506723881,1.371925712,6.109593868,42.2056427,1.915368199,1.915368199,2,0.24873308,902.19299,16.39433439
38,72,148,27,4334693,2033049.875,1962.649048,920.5180664,2.20859313,0.916200221,2.647750378,37.63331223,NaN,1.373152375,6.012202263,42.16352081,1.871459126,1.871459126,2,0.253620884,958.941313,26.34212959
38,72,148,28,4281543,2002832.375,1946.898315,910.725647,2.199161053,0.916313469,2.64773035,37.63838959,1.441802859,1.373600483,5.903687477,42.13290405,1.824030876,NaN,2,0.25907646,1025.229408,21.15295005
38,72,148,29,4225699,1970760.5,1930.40625,900.2932739,2.189020634,0.916582346,2.647716045,37.64202118,1.40557003,NaN,5.791632652,42.11102676,1.774262428,1.774262428,2,0.264968234,1100.419796,30.68403116
38,72,148,30,4169722,1937830.125,1913.979492,889.4998779,2.178561449,0.917205513,2.647704363,37.64493942,NaN,1.377140522,NaN,42.09346771,1.723699689,1.723699689,NaN,0.271102649,1182.81542,22.72530014
38,72,148,31,4115866.25,1905272.125,1898.276978,878.7297363,NaN,0.918174386,2.647693157,37.64776993,1.332084775,1.38100636,5.580761909,42.07643509,1.674219251,1.674219251,2,0.277234043,1269.504348,20.94135304
38,72,148,32,4065982,1874499.75,1883.792603,868.4663696,2.158402205,0.919296563,2.64768219,37.65054321,1.297979832,1.385510802,5.488880634,42.05977249,1.627940059,1.627940059,NaN,0.283084912,1356.406116,NaN
38,72,148,33,4021517,1846961.875,1870.87561,859.2369385,2.149537325,0.920276344,2.647673845,37.65269852,NaN,1.389467835,5.407787323,42.04684067,1.586977959,1.586977959,2,0.28837394,1438.589698,24.56915484
38,72,148,34,3983677,1823971.375,1859.814575,851.5370483,2.141975403,0.920847476,2.647671461,37.65330505,1.242353201,1.391784906,5.337995052,42.04319763,1.553179264,1.553179264,2,0.292847435,1510.868148,16.9505389
38,72,148,35,3953417.25,1806505.25,NaN,845.7416992,2.13600111,0.920842171,2.647677898,37.65167618,1.222944975,1.391763449,5.28006649,42.05297089,1.5278368,1.5278368,2,0.296308886,1568.578119,28.89194574
38,72,148,36,3931431.5,1795055.375,1844.181641,842.0363159,2.131802797,0.920237005,2.64769268,37.64789581,1.209898472,1.389308572,5.234937668,42.07568741,1.511501908,1.511501908,2,0.298641498,1608.362034,14.64275419
38,72,148,37,3918150.75,1789565.875,1839.972534,840.3842163,2.129461527,0.919172943,2.647711754,37.64306641,1.203251481,1.385012984,5.204059601,42.10473633,1.503922939,1.503922939,NaN,0.299819816,1628.736095,32.47078662
38,72,148,38,3913732.75,1789493.75,1838.340332,840.5526733,2.128948927,0.917936921,NaN,37.63893127,1.202631354,1.380056858,5.189221382,42.12963486,1.504163742,1.504163742,2,0.299908571,1630.278324,24.92441753
38,72,148,39,3918039,1793976.5,1839.340332,842.1900024,2.130132675,0.916907609,2.647735834,37.63698959,1.207298636,1.375956297,5.19211483,42.14133072,1.510869026,NaN,2,0.299049344,1615.39286,31.33301723
39,34,64,19,5612274,2589502.75,2424.677246,1118.74585,2.314647913,1.009423971,2.641666412,33.96162033,NaN,1.877310634,NaN,25.33185196,2.896995544,2.896995544,4,0.200349233,460.8056202,42.84355157
39,34,64,20,5752835.5,2777624.5,2486.006592,1200.311279,2.314086914,1.005299926,2.643698215,35.7087822,3.5408113,1.847306132,9.85623455,29.22898102,3.334014177,3.334014177,4,0.201178933,466.7163055,45.94211031
39,34,64,21,6501709.5,3388554.25,2737.099365,1426.518677,2.375401258,0.980977535,2.643665791,35.83771896,4.866928577,1.688177228,11.35070896,30.18823242,4.833836079,4.833836079,3,NaN,237.1785795,43.24087489
39,34,64,22,6318300.5,3198167.75,2661.27002,1347.069214,2.374167442,0.976876259,2.641939163,34.49899673,4.691592216,1.664007425,11.07050133,26.8664608,4.308153152,4.308153152,3,0.160817772,234.8250822,41.38689968
39,34,64,23,6198964.5,3068022.5,2610.548828,1292.025879,2.374582767,0.974023998,2.640604258,33.50952148,4.571340084,1.647602201,10.89741325,24.6391468,3.963964224,NaN,3,0.159621103,229.5315367,NaN
39,34,64,24,6170332,3025867,2595.893311,1272.999146,2.376959085,0.972900867,2.640080929,33.13162613,4.541072845,1.641230464,10.88162231,NaN,3.851925611,3.851925611,3,0.157824501,221.7382554,63.85554677
39,34,64,25,6189230.5,3023995.75,2599.668945,1270.172119,2.380776405,0.973802626,2.639939785,33.0305748,4.554194927,1.646342278,10.96862507,23.61073303,3.840994835,3.840994835,3,0.155547509,212.1235302,43.79230409
39,34,64,26,4020076.5,1902060.375,1864.464722,882.1535034,2.156155825,0.893288016,2.64815712,37.53033829,1.309618115,1.288130522,5.258078098,42.79592514,1.677909374,1.677909374,2,0.280363499,1315.469052,39.10171052
39,34,64,27,4079154,1928882.625,1882.784424,890.2998047,2.166553974,0.897134423,2.648103952,37.54379654,1.341477394,1.301660538,5.3904562,42.71203995,1.717283726,1.717283726,2,0.275019021,1237.677819,25.45589324
39,34,64,28,4140718.5,1954754,1902.101196,897.9456177,2.17691803,0.902034461,2.648039103,37.56018829,1.373056054,1.319314122,5.53571558,42.61037445,1.755262733,1.755262733,NaN,0.269828026,1165.343054,27.4790449
39,34,64,29,4198915,1977916.375,NaN,904.6556396,2.186374903,0.907084227,2.647971392,NaN,1.402044415,1.338015079,5.678205013,42.50448227,1.789333105,1.789333105,NaN,0.265150173,1102.802539,33.98757571
39,34,64,30,4247451,1996725.375,1935.848511,910.041748,2.194103003,0.91129446,2.647908688,37.59321976,NaN,1.354017019,5.799616814,42.40718842,1.817103505,1.817103505,2,0.261316308,1053.367004,25.04430514
39,34,64,31,4281270,2009818.375,1946.485596,913.7667847,NaN,0.914004087,2.647857428,37.60620117,NaN,1.364519715,5.884757519,NaN,1.836505175,1.836505175,2,0.258597504,NaN,35.39854178
39,34,64,32,4297572.5,2016253.375,1951.505615,915.5703125,2.202183008,0.915022671,2.647820711,37.61548233,1.452772379,1.368510127,5.925374508,42.27150345,NaN,1.846021771,2,0.25717815,1001.805467,25.03338715
39,34,64,33,4295902,2015602.375,1950.812012,915.3052368,2.202109575,0.91452229,2.647798777,37.62106323,1.453246355,1.366546988,5.920641422,42.23764038,1.844891429,1.844891429,2,0.257136877,1001.300465,26.02994107
39,34,64,34,4277949,2007967.75,1945.021484,912.9468994,2.199435472,0.912938058,2.647787333,37.6239357,1.445224285,1.36036849,5.876479149,42.22022629,1.83316803,1.83316803,2,0.258438459,NaN,35.95803968
39,34,64,35,4247256,1993978,1935.351807,908.5981445,2.194565296,0.910918236,2.647779465,37.62591934,NaN,1.352571607,5.804301262,42.20822525,NaN,1.811724663,2,0.260938554,1048.583386,27.89784522
39,34,64,36,4208517.5,1974779.5,1923.377686,902.5141602,2.188086987,0.909194946,NaN,37.62889099,1.408550858,1.345989704,NaN,42.19024658,1.782266378,1.782266378,2,0.264401273,1093.01827,16.37538413
39,34,64,37,4166666.25,1951950.375,1910.714844,895.1090088,2.180684566,0.90839988,2.647747278,37.63406372,1.38361311,1.342974782,5.631700039,42.1590004,1.747208357,1.747208357,2,NaN,1147.707612,27.67989578
39,34,64,38,4126000.25,1927302.875,1898.72644,886.9172974,2.173035622,0.908895075,2.647717237,37.64170837,NaN,1.344850898,5.555000782,42.11290359,1.709358335,1.709358335,NaN,0.272990308,1209.035572,20.17637525
39,34,64,39,NaN,1902609.5,1888.390625,878.5084229,2.165727139,0.910740435,2.647678614,37.65149307,1.330814481,1.35188961,5.494412899,42.05407333,1.671458483,1.671458483,2,0.27747183,1272.955639,18.31050499
40,60,185,19,4205992,2040196.75,1916.779907,929.770752,2.19430089,0.877564251,2.648468256,37.45159149,NaN,1.235626936,NaN,43.29455566,1.896915197,1.896915197,2,0.25646069,993.0526371,29.762765
40,60,185,20,NaN,2030566.75,1913.331299,926.4413452,2.191792011,0.878873944,2.648441315,37.45841599,1.441236258,1.239836097,5.515524864,43.25078964,1.88120091,1.88120091,2,0.258056972,1012.601605,16.6868288
40,60,185,21,4180875.75,NaN,1909.913574,NaN,2.18903923,0.88110894,2.648391247,37.47105408,1.430170059,1.24708581,5.50283432,43.17006683,1.861707687,1.861707687,2,0.259919976,1035.762111,32.16845546
40,60,185,22,NaN,2004772.75,1906.639526,917.0682373,NaN,0.884338319,2.648318052,37.48962021,1.417741895,1.257712245,5.495602131,43.0520668,1.838513255,1.838513255,2,0.262050036,1062.702907,24.77208286
40,60,185,23,4154675.25,1988493,1903.390381,910.9926147,2.182776213,0.888507962,2.648224115,37.51337051,1.403613567,1.271703362,5.492632389,42.90222931,1.811502457,1.811502457,2,0.264501637,1094.325889,24.49604483
40,60,185,24,NaN,1969619.125,1899.739624,NaN,NaN,0.893372118,2.648116827,37.54055023,1.387105227,1.2884233,5.489895344,NaN,1.780414939,1.780414939,2,NaN,1132.329309,21.70131192
40,60,185,25,4120104.75,1947743.875,1895.004883,895.847168,2.17419219,0.898529291,2.648005009,37.56885529,1.367343068,1.306637645,5.48111105,42.5568428,1.744880795,NaN,2,NaN,1179.081109,NaN
40,60,185,26,4094577,1922419.375,1888.452515,886.6356201,2.168218136,0.903565943,2.647896767,37.5962677,1.343506694,1.324930191,5.459766388,42.38854599,1.704485536,1.704485536,NaN,0.274992965,1237.306891,33.75228874
40,60,185,27,NaN,1893346,1879.555786,876.2407837,2.160759926,0.908189476,2.647797346,37.62138748,1.31509614,1.34217906,5.421345234,42.23566437,1.659026861,1.659026861,2,0.279969594,1309.618502,27.56296062
40,60,185,28,4019824.25,1860570.125,1868.166504,864.6782837,2.151748419,0.912270069,2.647709846,37.64357376,1.282167912,1.35777986,5.36464119,42.10168076,1.608794689,1.608794689,2,0.285784296,NaN,21.92325794
40,60,185,29,NaN,1824683.5,1854.563599,852.1248169,NaN,0.915793538,2.647634983,NaN,1.245465398,NaN,5.291771889,41.98785019,1.554858088,1.554858088,2,0.2923486,1502.68067,24.92400698
40,60,185,30,3917752.5,1786883.75,1839.409912,838.9533691,2.129896402,0.918802857,NaN,37.67821884,1.206423402,1.383525372,5.207537174,41.89434433,1.499112129,1.499112129,2,0.299447913,1622.285382,29.39503716
40,60,185,31,3862583,1748901.375,NaN,825.7213745,2.118028402,0.921368957,2.64752388,37.69065857,NaN,1.393907309,5.118598938,41.82047272,1.444105148,1.444105148,2,0.306748577,1752.37704,27.19902759
40,60,185,32,3809497.25,1712794.125,1808.471313,813.1096802,2.106473684,0.923568785,2.647485971,37.7002449,1.129616857,1.402932286,5.032446861,41.76373672,1.392689466,1.392689466,2,0.313827298,1885.658853,25.52455315
40,60,185,33,3764124.25,1681776.375,1795.5,802.2130127,2.096421242,0.92547071,2.647456884,37.70762253,1.097634315,1.410829663,4.959627628,41.7202034,1.349142909,NaN,2,0.32,2007.843137,NaN
40,60,185,34,NaN,1681307.75,1797.453735,801.793335,2.09693408,NaN,2.647434473,37.7132988,1.09779954,1.417754292,4.977443218,41.68675613,1.348061323,1.348061323,NaN,0.32,2007.843137,28.66905778
40,60,185,35,3773528.25,NaN,1799.166016,801.4713745,2.097376347,0.928538561,2.647417784,37.71749878,1.097921848,1.423757911,4.992853165,41.66206741,1.347262979,1.347262979,2,0.32,2007.843137,21.49153877
40,60,185,36,3777216.75,1680819.75,1800.609619,801.2514038,2.097743273,0.929706931,2.647407293,37.72014999,1.097998977,1.42874372,NaN,41.64648438,1.346759081,1.346759081,2,0.32,2007.843137,17.31607688
40,60,185,37,3780071,1680794.75,1801.730225,801.1327515,NaN,0.930589855,NaN,37.72130966,1.098032713,1.432534933,5.015281677,41.63969803,1.346539617,1.346539617,2,0.32,2007.843137,29.39800055
40,60,185,38,3781891.75,1680874.875,1802.447754,801.104126,2.098197699,NaN,2.64740324,37.72122192,1.09803021,1.434889436,5.021254539,41.64020157,1.346555829,1.346555829,NaN,0.32,2007.843137,NaN
40,60,185,39,3782503,1681041.75,1802.692139,801.1628418,2.098252296,0.931296408,2.647408009,37.71999741,1.097994566,1.435583353,5.022970676,NaN,1.346788168,1.346788168,2,0.32,2007.843137,22.78636668
41,76,110,19,8623531,3509980.75,3287.157227,1337.950562,2.623400927,1.078046322,2.676610231,28.54413605,8.770505905,2.572585344,22.08532906,13.53986454,4.696180344,4.696180344,6,0.033285743,NaN,88.95403686
41,76,110,20,8592415,3508204.25,3279.102539,1338.827515,2.620355606,1.077965617,2.675246477,28.49502563,8.743684769,2.571465969,21.91290283,13.55853558,4.696879864,4.696879864,6,0.034365257,2.234779399,77.78762195
41,76,110,21,NaN,3516259.5,2875.664795,1450.946899,2.423424006,1.014648199,2.64342165,35.64418793,5.180566788,1.916747689,13.23783684,NaN,5.101905823,5.101905823,NaN,0.13506959,138.0485266,53.8610652
41,76,110,22,6860257.5,3404650.75,2833.108887,1406.032715,2.421459198,1.014220476,2.642509699,34.93360138,5.068426132,1.91345644,13.05312252,27.89930534,4.787050724,NaN,3,0.135756227,140.1911432,49.72388936
41,76,110,23,6636745.5,3164376.75,2744.08252,1308.368896,2.418566227,1.013906837,2.640302658,33.2910347,4.822983742,1.911050677,12.69154835,24.16652298,4.140172482,4.140172482,3,0.136336069,142.0180079,60.67912172
41,76,110,24,6592430,3122242.75,2727.125488,1291.594727,2.417354822,1.013487697,2.639913321,33.01161957,4.776379108,1.907844901,12.60148811,23.57059288,4.032671928,4.032671928,3,0.136839034,143.6156995,48.75241458
41,76,110,25,4331053,2021237.25,1962.449341,NaN,2.206963062,0.920208573,2.64763546,37.66241455,1.467626333,1.389193535,6.031284332,41.9886322,1.851140976,1.851140976,2,NaN,976.6422368,33.90530533
41,76,110,26,4328575,2021459.75,1961.496704,916.0258179,2.206771612,0.919398546,2.647643328,37.66043472,1.467583299,1.385921597,6.021540642,NaN,1.851709247,1.851709247,2,0.2550979,976.5771044,31.40369657
41,76,110,27,4324029,2021121.75,1959.872803,916.0765381,2.20628047,0.918331146,NaN,37.65697861,1.46661365,1.381633878,6.005877018,42.02118683,NaN,1.85150218,2,0.255230372,978.1700343,36.39434174
41,76,110,28,4316616.5,2019552.5,1957.371582,915.7669678,2.205312729,0.917116284,2.647675037,37.65237427,1.463992,1.376785636,5.983302593,42.04878235,1.849439621,1.849439621,2,NaN,982.8445081,30.27836864
41,76,110,29,4305719.5,2016102.5,1953.856689,914.8703613,2.203702927,0.91591835,2.647696972,37.64681625,1.458985448,1.372038245,5.953462601,42.08216476,1.844472528,1.844472528,2,NaN,992.0761146,27.0878787
41,76,110,30,4290815.5,2010211,1949.217651,913.1920776,2.201301336,0.914892495,2.647722721,37.64027405,1.450930119,1.367998838,5.916121006,42.12153625,1.835708737,1.835708737,2,0.257625513,1007.29093,22.5645352
41,76,110,31,4271399.5,2001460.75,1943.329102,910.5906982,2.197980642,0.914122045,2.647753239,37.63256454,1.439319849,1.364980698,5.870720387,42.16804123,1.822511435,NaN,2,0.259439632,NaN,NaN
41,76,110,32,4246882,1989599.875,1936,906.9866943,2.193637371,NaN,2.647788763,37.62360382,1.423896551,1.362751722,NaN,42.22224045,1.804540753,1.804540753,2,NaN,1060.454671,36.12102987
41,76,110,33,NaN,1974597.125,1927.01416,902.3793945,2.188211679,0.912991703,2.647829056,37.61341095,1.404711366,1.360576749,5.74988842,42.28406906,NaN,NaN,2,0.264933945,1099.971154,16.38506982
41,76,110,34,4180586.5,1956691,1916.200073,896.8625488,2.181706667,0.912166238,2.647873878,NaN,1.382149339,1.357378602,5.670996666,42.35347366,1.754882932,1.754882932,2,0.268574732,1148.344319,31.31087752
41,76,110,35,4138687.75,1936407,1903.5354,890.6251221,2.174211025,0.910788298,2.647923708,37.58939743,1.356917739,1.352073073,5.578655243,42.4305954,1.724612594,NaN,2,0.272697547,1204.941943,27.1135905
41,76,110,36,4091968.75,1914529.375,1889.251953,883.9335327,2.165920019,0.908665836,2.647978306,37.57559204,1.329999208,1.343981743,5.474337578,NaN,1.692316771,1.692316771,2,0.277154499,1268.351322,33.88750132
41,76,110,37,4042288.5,1892000.625,1873.904175,877.0843506,NaN,0.905800939,2.648035765,37.56106949,1.302582502,1.333212614,5.362268925,NaN,1.659444213,1.659444213,2,0.281757627,1336.327179,25.62506594
41,76,110,38,3992448,1869834.125,1858.393799,870.3652954,2.148332596,0.902468979,2.648091793,37.54688644,1.275963306,1.320902586,5.249622345,42.69284439,1.627438664,1.627438664,2,NaN,1405.833919,15.39201267
41,76,110,39,3945845.75,1849047.625,1843.850586,864.0397339,2.140002966,0.899179578,2.648140669,37.53449631,1.251428843,1.308970928,5.145349026,42.76997757,1.597650528,1.597650528,2,0.290536818,1473.214396,36.12060684
42,27,154,19,7461785,3861609,3046.595703,1576.668457,2.449220657,1.025236607,NaN,37.19778061,5.601075649,2.001987696,14.61507225,34.13315582,NaN,6.088477135,3,0.121047013,99.00005889,34.36989908
42,27,154,20,7399694.5,3844003.75,3027.164551,1572.555786,2.444430828,1.021056175,2.64532423,37.19484711,NaN,1.967443347,14.34020996,34.12378693,6.044910908,6.044910908,NaN,0.123682487,105.6774238,27.38736289
42,27,154,21,NaN,3832246,3007.408691,1571.215454,2.439032793,1.015557885,2.645371914,37.23500061,5.529008865,1.923784971,14.03146839,34.25238419,6.02128458,6.02128458,3,0.126602823,113.4253801,28.87001511
42,27,154,22,7260573.5,3813473.75,2984.049805,1567.313599,2.433127403,1.009262323,2.645382881,37.24411392,5.486878872,NaN,13.69670105,34.28169632,5.976909161,5.976909161,3,0.129730989,122.1420825,42.36781299
42,27,154,23,7170945,3776406.5,2954.807617,1556.078735,2.426873684,1.003123403,2.645277262,37.15531158,5.428688526,1.831853867,13.35358047,33.9979744,5.876385689,5.876385689,3,0.132998195,131.719694,27.12429764
42,27,154,24,4302840.5,2023978.375,NaN,917.6971436,2.205497026,0.909238577,NaN,37.66331482,1.472508669,1.346155643,5.918145657,41.98324585,1.857399225,1.857399225,2,0.254335386,967.4440237,25.24761193
42,27,154,25,4248680.5,1998623.5,1934.382813,909.9537964,2.196401119,0.906879783,2.647668362,NaN,1.441438079,1.337247491,5.793701649,42.03862381,1.818655133,1.818655133,2,0.259231458,1027.159056,19.65644092
42,27,154,26,4198441,1972555.75,1919.33252,901.7609863,2.187448502,NaN,2.647694111,37.6475563,1.410190225,1.333861828,5.686506271,42.07772827,1.778773904,1.778773904,2,0.264247862,1091.021666,32.74615533
42,27,154,27,4150972.75,NaN,NaN,893.0957642,2.178538084,0.906264544,2.647709846,37.64356995,1.378595829,1.334943533,5.592376232,42.10170746,1.737645745,1.737645745,2,0.269415127,1159.723009,31.18353874
42,27,154,28,4104477.75,1917793.25,1891.904541,883.9813843,2.169495106,0.907241106,2.647718668,37.64134979,1.346467018,1.33860445,5.504888058,42.11506653,1.695293665,1.695293665,2,0.27476577,1234.075946,28.17356138
42,27,154,29,4057144,1889057,1878.17627,874.5023804,2.160150766,0.908299506,2.647724152,37.63994598,1.313771248,1.342594981,5.417384624,42.1235199,1.65198493,1.65198493,2,0.280307283,1314.632947,26.9969131
42,27,154,30,4007760,1859736.75,1863.706665,864.8231812,NaN,0.908884466,2.647730112,37.63842773,1.280766964,1.344810724,5.324831009,42.13267136,1.608343363,1.608343363,2,0.285997765,1401.2345,24.10939818
42,27,154,31,3956223.25,1830449.125,1848.368164,855.1953735,2.140387058,0.908622146,2.64773941,37.63607407,1.248076081,1.34381628,5.225368023,42.1468544,1.565391541,1.565391541,2,0.291729773,1492.568576,25.13680451
42,27,154,32,3903818,1802141.375,1832.517822,NaN,2.130302906,NaN,2.647753954,37.63241196,1.216672301,1.339230537,5.121107578,42.16895294,1.524531245,1.524531245,2,NaN,1585.843807,23.17351241
42,27,154,33,3853087,1776012.75,1816.963135,837.4971924,2.120619297,0.905411541,2.647773743,37.62736511,1.187797785,1.331762075,5.017709732,42.19947815,1.487405658,1.487405658,2,NaN,1676.694659,29.81626791
42,27,154,34,3807490.75,1753378.375,1802.848022,830.2251587,2.111931086,0.903058171,2.647797585,37.62137604,1.16282618,1.323062897,4.923395157,42.23574448,1.455698848,1.455698848,2,0.307132744,1759.427255,NaN
42,27,154,35,3770740.5,1735497.125,1791.417725,824.5065918,2.104891777,0.900907636,2.64782095,37.61546326,1.1431005,1.315212131,4.847066402,42.2716217,1.430928826,1.430928826,2,0.310793477,1827.657124,31.0443229
42,27,154,36,3746074,1723403.375,1783.759155,820.6289063,2.100100756,0.899495661,2.647838116,NaN,1.129774451,1.310108066,4.796394348,42.29820251,1.414274693,1.414274693,2,0.313289475,1875.279192,36.71009368
42,27,154,37,3735720.75,1717816.125,1780.615112,818.7896118,2.097994566,0.899192989,2.647844076,37.60955429,NaN,1.309019089,4.776507378,42.30752563,1.406530023,1.406530023,2,0.31444208,1897.575494,29.99647127
42,27,154,38,3740739.5,1719064.25,1782.337036,819.0764771,2.098783493,0.900171876,2.647835732,37.61167145,NaN,1.312547445,4.789865494,42.29465103,1.408045053,1.408045053,2,0.314163583,1892.170392,29.64183072
42,27,154,39,3760957,1727046.875,1788.868896,821.4559326,2.102421761,0.902396202,2.647812366,37.61758804,1.134288907,1.320636272,4.836267948,42.25870132,1.418692946,1.418692946,2,0.312470275,1859.550019,31.51054991
43,54,40,19,6313932,NaN,2658.950684,1274.73645,2.374595404,1.020135641,2.640373468,33.34218216,4.496102333,1.959997058,11.64362526,24.27662277,3.858605862,3.858605862,3,0.164036427,NaN,52.6071659
43,54,40,20,6293086.5,3006672.25,2651.581299,1266.856201,2.373333454,1.020812273,2.64020443,33.22034454,4.470710278,1.965465188,11.60793591,NaN,3.809021235,3.809021235,3,0.164797073,253.0281783,53.30414587
43,54,40,21,3896093.25,1761729,1835.07312,829.7803345,2.123126984,0.925797641,2.647570133,37.67892075,NaN,1.412196159,5.200485229,41.89017105,1.46184814,1.46184814,2,0.304594844,1713.234323,35.628802
43,54,40,22,3902737.5,1768042.125,1836.689697,832.0684814,2.124875784,0.924565911,2.647579193,37.67662048,1.184915304,1.407061696,5.206608295,41.90386963,1.471132159,1.471132159,2,0.303365792,1691.186082,32.08295425
43,54,40,23,3913585,1778124.5,1839.39563,835.7233887,2.127647161,0.922717452,2.647598505,37.67174911,1.195264101,1.399425864,5.217270374,41.93289948,1.486020207,1.486020207,2,NaN,1657.090771,NaN
43,54,40,24,3927531,1790844.875,1842.922485,840.3213501,NaN,0.920458257,2.647624016,37.66531372,1.208291888,NaN,5.231621742,41.97130203,1.504885197,1.504885197,2,0.299033983,1615.127644,22.48206365
43,54,40,25,3942865.5,1804728.375,1846.818115,845.3255615,2.134950638,0.917992949,2.647651434,NaN,1.222559094,1.380280733,5.247644901,NaN,NaN,1.525583029,2,0.2964173,1570.411109,20.35890225
43,54,40,26,3957393.5,1818125.375,1850.474487,850.1541748,NaN,0.915490091,2.647678137,37.65160751,1.236373901,1.370349169,5.262139797,42.05339813,1.545686841,NaN,2,0.293902839,1528.297493,25.24975896
43,54,40,27,3968693.25,1829409,1853.203369,854.2526855,2.141531467,0.913065195,2.647702932,37.64532471,1.24797368,1.360862255,5.271092892,42.09113693,1.562777519,1.562777519,2,0.291802341,1493.751829,30.44862449
43,54,40,28,3974498.25,1837150.5,NaN,857.1456909,NaN,0.910794616,2.647726059,37.63945389,1.255748034,1.352097273,5.270512581,42.12648392,1.574705601,1.574705601,2,0.290391998,1470.877345,23.84197041
43,54,40,29,3973021.25,1840271.125,1853.400635,858.4801025,2.143638611,0.908717275,2.647748232,37.63387299,1.258465648,1.344176769,5.257151604,42.16012955,1.57983613,1.57983613,2,0.289879561,1462.629402,20.32965532
43,54,40,30,3963254.5,1838182.375,1850.050659,858.0651855,2.142241001,0.906844199,2.647769451,37.62847137,1.255453944,1.337114215,5.229180813,42.19278717,1.577280402,1.577280402,2,0.290379241,1470.671613,31.26923976
43,54,40,31,3945163.75,1830876.25,1844.289429,855.9000244,2.139123917,0.905170381,2.647790909,37.62306976,1.24669826,1.330865383,5.186627388,42.22546768,1.567047,1.567047,2,0.291897746,1495.308483,22.69844591
43,54,40,32,3919718,1818912.375,1836.399414,852.1658325,2.134458303,0.903686881,2.647812366,37.61759567,1.232849002,NaN,NaN,42.25867462,1.550014973,NaN,2,0.294333276,1535.447697,27.85059985
43,54,40,33,3888870,1803318.75,1826.963501,847.1863403,2.128597498,0.902430296,2.647833347,37.61229324,1.215129495,1.320761085,5.067827225,NaN,NaN,1.527747035,2,0.297487608,1588.591085,23.14294077
43,54,40,34,NaN,1785428.375,1816.795166,841.3729858,2.122041464,0.901496589,2.647850513,37.60797119,1.195167184,1.317352891,5.001368523,42.31717682,1.502211213,1.502211213,2,0.301089624,1650.902235,29.0379417
43,54,40,35,3822228.75,1766735.625,1806.869385,835.1829834,2.11538744,0.901059747,2.647859335,37.60573196,1.174764991,1.315764427,4.938871861,42.3307991,1.475547552,1.475547552,2,0.304827161,NaN,24.52679472
43,54,40,36,3792903.5,1748780.375,1798.213745,829.0959473,2.109261751,0.901343644,2.647856712,37.60638428,1.155664086,1.316796303,4.88724184,42.32682037,1.449906707,1.449906707,2,0.308383039,1782.516674,30.42315341
43,54,40,37,3770265.5,1732993.25,1791.752075,823.5744019,2.10423398,0.902548134,2.64784193,37.61012268,1.139348269,1.321192503,4.852382183,42.30407715,1.427248955,1.427248955,2,0.311470698,1840.489138,29.56651995
43,54,40,38,3756468.25,1720543.875,NaN,819.0189209,2.100737572,0.904777586,2.647816896,37.61646652,NaN,1.329407454,4.838312626,42.26551819,NaN,1.409157991,2,0.313865148,1886.39092,37.59202532
43,54,40,39,3752427.25,1712166.625,1787.727295,815.7085571,2.098993063,0.907941639,2.647784233,37.62474823,1.11897254,1.341243029,4.846145153,42.2152977,1.396628857,1.396628857,2,0.315425741,1916.757567,26.1168831
44,79,168,19,7413763.5,2902092.5,2914.204346,1140.755371,2.544009447,1.072432518,2.650211573,26.44582939,6.236802578,2.496933222,17.19111633,12.94458103,3.310577869,3.310577869,5,0.067311218,16.84989575,95.887511
